List of NH Makerspaces,https://www.nhbr.com/list-of-nh-makerspaces/,"Apr 19, 2021 — 10 organizations around the state provide an outlet for artists, technicians, educators and tradesmen "
Makerspaces,https://nhtechalliance.org/makerspaces/,Amherst: Amherst Makerspace
"Manchester Makerspace – A makerspace in Manchester, New ...",https://www.manchestermakerspace.org/,"At Manchester Makerspace, our goal is to deliver quality access to shared space, tools, and mentoring for the benefit of the community here in Manchester, "
MakeIt Labs,http://www.makeitlabs.com/,New Hampshire's First & Largest Makerspace
Port City Makerspace | A Community Shop in Portsmouth,https://www.portcitymakerspace.com/,Port City Makerspace is a community tool shop that provides access to a variety of different equipment for a low monthly membership
The Claremont MakerSpace,https://claremontmakerspace.org/,The Claremont MakerSpace
MAXT Makerspace,https://www.maxtmakerspace.org/,"MAXT is happy to announce the opening of our brand new Sharing Arts Community Ceramics Center in Dublin, NH"
The Makerspace | SNHU,https://www.snhu.edu/student-experience/campus-experience/student-services/makerspace,"The Makerspace is a creative resource center for the students, faculty, and staff of SNHU, offering a wide variety of resources for creating and designing"
Concord Makerspace - NH's Capitol Makerspace,https://concordmakerspace.org/,"Concord makerspace is located at 197 North Main Street Unit 4 in Boscawen, NH"
Makerspace | Peter T. Paul Entrepreneurship Center,https://www.unh.edu/ecenter/students/makerspace,"The Makerspace at the ECenter is a free-to-use resource open to all students, faculty, and staff in the UNH community"
Makers Mill: Home,https://www.makersmill.org/,"Located in Wolfeboro, New Hampshire, we have 10,000 sq ft of work spaces for "
Makerspace,https://www.dover.nh.gov/government/city-operations/library/services/makerspace/,Makerspace
Amherst Makerspace,https://www.amherstmakerspace.com/,For more information on the Space check out our About page
Kingsbury Makerspace - Keene Public Library,https://keenenh.gov/keene-public-library/kingsbury-makerspace,Any changes to the Open Hour schedule will be posted on the Makerspace Calendar
About the Makers Mill,https://www.makersmill.org/about/,"New Hampshire already has fourteen of its own dedicated makerspaces comprising the NH Makerspace Network, of which Makers Mill is a participant"
"TwinState MakerSpaces, Inc.",https://twinstatemakerspaces.org/,
About Manchester Makerspace,https://manchestermakerspace.org/about,"Manchester Makerspace is a collaborative organization of members who maintain a shared workspace, tooling, and skills in the Manchester, New Hampshire community "
Amherst Makerspace Memberships,https://amherstnh.myrec.com/info/activities/program_details.aspx?ProgramID=28789,Education: The ability to provide new and relevant educational growth opportunities is vital to the growth both personally and as a community
CEPS Makerspace | College of Engineering and Physical ...,https://ceps.unh.edu/about/ceps-makerspace,The CEPS Makerspace located in Kingsbury Hall fosters innovation and creativity in a shared space accessible to all through informal and formal experiential 
Manchester Makerspace,https://www.facebook.com/mhtmakerspace/,"Manchester Makerspace, Manchester, New Hampshire"
Port City Makerspace,https://www.facebook.com/PortCityMakerspace/,"Port City Makerspace, Portsmouth, New Hampshire"
Manchester Makerspace Events and Tickets,https://www.eventbrite.com/o/manchester-makerspace-12702147957,
Support CMS – The Claremont MakerSpace,https://claremontmakerspace.org/support/,"TwinState MakerSpaces, Inc"
"TOP 10 BEST Makerspaces in Nashua, NH - Updated 2024",https://www.yelp.com/search?find_desc=Makerspaces&find_loc=Nashua%2C+NH,"Top 10 Best Makerspaces in Nashua, NH - November 2024 - Yelp - Creatorpult Makerspace, Port City Makerspace, Hatch Makerspace, Lowell Makes, "
Claremont MakerSpace,https://www.claremontnh.com/index.php?section=newadvantageslideshow&slideid=67,Claremont MakerSpace
Franklin Makerspace,https://www.franklinmakerspace.org/,A Bicycle Repair & Fabrication Shop
The Space — MakeIt Labs,http://www.makeitlabs.com/space,MakeIt Labs is New Hampshire's first community workshop (a
"2023 Award Winner: TwinState MakerSpace, Inc.",https://www.nhpreservation.org/blog/2023-award-winner-twinstate-makerspace-inc,"May 19, 2023 — For the revival and re-use of the historic Sawtooth Building, Claremont · ©2024 New Hampshire Preservation Alliance"
NH Arts,https://www.nh.gov/nharts/newsandcalendar/spotlights/2020/november.html,"Nov 16, 2020 — A Road Trip to MakeIt Labs with Four Rusty Chairs "
PORT CITY MAKERSPACE - Updated November 2024,https://www.yelp.com/biz/port-city-makerspace-portsmouth,"PORT CITY MAKERSPACE, 68 Morning St, Portsmouth, NH 03801, 12 Photos, Mon - Closed, Tue - 12:00 pm - 8:00 pm, Wed - 12:00 pm - 8:00 pm, Thu - 12:00 pm "
"Manchester Makerspace, 36 Old Granite St ...",https://www.mapquest.com/us/new-hampshire/manchester-makerspace-400265805,"Manchester Makerspace is a community-oriented organization located in Manchester, NH, offering a wide range of facilities and resources for individuals "
Repair Cafe,https://www.maxtmakerspace.org/repair-cafe,MAxT is organizing New Hampshire's first Repair Cafe on the 2nd Saturday of each month to help you fix what's broken
About,https://www.portcitymakerspace.com/about/,"Established in 2012 and incorporated as a 501c3 organization in 2014, we serve the greater New Hampshire seacoast community as a center of craft, education and "
Port City Makerspace | Non-Profit Organizations,https://portsmouthchamber.org/list/member/port-city-makerspace-7639,"Established in 2012 and incorporated as a 501c3 organization in 2014, we serve the greater N"
About Us,https://concordmakerspace.org/about-us/,"For member hours or arranging a tour of our makerpsace, see Member Hours and Tours of the space"
"MaxT Makerspace in Peterborough, NH",https://gnhw.org/news-articles/maxt-makerspace-in-peterborough-nh/,"MaxT Makerspace in Peterborough, NH"
MAxT Makerspace - Join,https://maxt.pike13.com/locations/maxt-makerspace,Plus your first drink is on us
New Hampshire - HackerspaceWiki,https://wiki.hackerspaces.org/New_Hampshire,"Sep 16, 2012 — Hackerspaces/Makerspace in New Hampshire are[edit]"
Manchester Makerspace (@mhtmakerspace),https://www.instagram.com/mhtmakerspace/,Happy Thanksgiving to everyone in New Hampshire and beyond
Assemble Makerspace Studios,https://makerspacedir.com/listing/assemble-makerspace-studios/,Assemble is a group of artists and makers located in the Northern White Mountains of New Hampshire
Manchester Makerspace,https://patch.com/new-hampshire/manchester-nh/business/listing/488057/manchester-makerspace,"A not-for-profit makerspace in Manchester, NH since 2015"
Out & About: Claremont Makerspace reemerges after ...,https://www.vnews.com/Out-About-Claremont-Makerspace-relaunches-programs-57637158,"Nov 1, 2024 — The Newspapers of New England Family"
"Claremont MakerSpace - Claremont, NH Solar Project",https://www.revisionenergy.com/solar-projects/claremont-makerspace-nh,"Claremont MakerSpace - Claremont, NH solar energy project installed by local employee-owned contractor ReVision Energy"
Our Future Home,https://www.franklinmakerspace.org/our-future-home.html,Easterseals NH has a 15-acre campus and facilities in Franklin that will be developed into a center of excellence and first-of-its-kind in New Hampshire
MAXT Makerspace,https://www.nhrocks.com/list-details/maxt-makerspace/r/recEV3GD0nOdu8TVq,
MAXT Makerspace (About) - Arts Alive,https://monadnockartsalive.org/dma#!biz/id/609ab5a562dcd51f0651c334,Who is a part of the Creative Community in the Monadnock Region? The Monadnock Region has been dubbed New Hampshire's Cultural Corner for a reason
Claremont MakerSpace,https://www.greateruppervalley.com/businesses/nh-claremont-claremont-makerspace,Claremont MakerSpace
