To Thine Own 3D Selfie Be True,https://ital.corejournals.org/index.php/ital/article/view/15107,"by A Watson · 2023 · Cited by 1 — To promote an academic library makerspace, the University of Mississippi Libraries hosted a “3D selfie” booth which used body scanning technology"
Mississippi's First MakerSpace: Magic is Learning,https://www.linkedin.com/pulse/photo-album-mississippis-first-makerspace-magic-learning-sarenac,"In the second year, our overarching team for now expanded StemLab, the second room being the maker space, the first in Mississippi as far as we "
University of Southern Mississippi - Eagle Maker Hub,https://meridian.makerfaire.com/maker/entry/47/,"Eagle Maker Hub serves as a collaborative space at the University of Southern Mississippi for research, education, innovation, collaboration, and access to "
How a Mississippi Tribe is Inspiring Its Youth to Become ...,https://www.firstnations.org/stories/how-a-mississippi-tribe-is-inspiring-its-youth-to-become-digital-entrepreneurs/,
The Bean Path | Technology Development,https://members.greaterjacksonms.com/list/member/the-bean-path-11617,"The Bean Path is also a makerspace, that allows for immersive experiences with a host of fun activities"
Workshops and Events - Mississippi State University Libraries,https://msstate.libcal.com/calendar/events?&t=g&cal%5B%5D=1645&ct=21725,3D Printing for Furniture Design
2019 MakerSpace Lab Waiver Packet v1.0,https://mississippirobotics.org/2019-makerspace-lab-waiver-packet-v1-0/,Subscribe to Mississippi Robotics 
MSU lands $100K grant for downtown makerspace,https://cdispatch.com/news/msu-lands-100k-grant-for-downtown-makerspace/,"Aug 14, 2018 — Mississippi State University will expand its ability to help young entrepreneurs launch businesses and, leaders hope, "
Makerspace / Overview,https://www.ahschools.us/domain/10744,Mississippi Elementary School · Monroe Elementary School - Mathematics 
View of To Thine Own 3D Selfie Be True,https://ital.corejournals.org/index.php/ital/article/view/15107/11882,by A Watson · 2023 · Cited by 1 — 
MakerSpace,https://www.madison-schools.com/domain/4010,"210 Sunnybrook Road Ridgeland, MS 39157"
Bean Path | Tech Help in Mississippi,https://www.beanpath.org/,Cultivating Networks and Fertilizing Communities · MAKERSPACE EVENTS · WHAT WE DO · Featured Events · Follow for info on
Mississippi Maker,https://www.facebook.com/MississippiMaker/,Cover photo of Mississippi Maker
MakerSpace - Edison MS LLC,https://sites.google.com/cusd200.org/edisonmsllc/makerspace,All students are welcome to join us on Maker Monday
Mississippi State University Libraries,https://twitter.com/msu_libraries/status/1836885143489064963,"We have several fun designs to choose from, or you can create your own at any time in the MaxxSouth Digital Media Center makerspace"
35 MS Media: Makerspaces ideas,https://www.pinterest.com/jennydellinger/ms-media-makerspaces/,"Apr 28, 2017 - Explore Jenny Dellinger's board ""MS Media: Makerspaces"" on Pinterest"
Workshops and Events - Mississippi State University Libraries,https://msstate.libcal.com/calendar/events?&t=g&d=0000-00-00&cal%5B%5D=1645&ct%5B%5D=21751,"Maker Space, Maker Space > Cowbell, Maker Space > T-Shirt, Marszalek Lecture Series, Meeting, Microsoft Office, Morris Collins Speaker Series, Old Main Academic "
Makers in Their Spaces - Mississippi ...,https://www.msmuseumart.org/makers-in-their-spaces/,Makers in Their Spaces is an online offering in which MMA's virtual participants are invited into the creative space of a maker
3D Printer Polciy,https://puh.rcsd.ms/library/library-resources/wdl-makerspace/3d-printer-polciy,Mississippi School Immunization Requirements · Device Payments · Dual 
Makerspace,https://waltham.lib.ma.us/makerspace/,ms Malay ml Malayalam mt Maltese mi Maori mr Marathi mn Mongolian my Myanmar 
The Bean Path's 6th Anniversary Virtual Lunch & Learn ...,https://www.visitjackson.com/events/the-bean-path-mississippi-ai-collaborative/,
The Cranium Makerspace,https://thomascranelibrary.org/the-cranium-makerspace/,"A makerspace is a collaborative work space for making, learning "
Maker Faire Meridian: Home Page,https://meridian.makerfaire.com/,"From engineers to artists to scientists to crafters, Maker Faire is a venue for these ""makers"" to show hobbies, experiments, projects"
STEAM program / Makerspace @ AHS,https://www.ahschools.us/Page/43167,Mississippi Elementary School · Monroe Elementary School - Mathematics 
River of Innovation,https://www.rivermuseum.org/exhibits/river-innovation,
About Us,https://www.msuconcerts.org/about-us-1,"Music Maker Productions is a non-profit, student-run organization at Mississippi State University"
EE Makerspace,https://exploreecology.org/ee-makerspace/,"A creative hub located in downtown Santa Barbara above the Art From Scrap Creative Reuse Store, the EE Makerspace is brimming with materials, ideas, tools, and "
BCE Media Center / MakerSpace,https://www.pcsb.org/Page/29557,
Makerspace Badge Training,https://www.myapl.org/event/12254617,
The Bean Path Highlights Black Tech Experts,https://www.mississippifreepress.org/becoming-innovators-the-bean-path-highlights-black-tech-experts-welcomes-creativity-in-makerspace/,"Mar 17, 2023 — "
Cardboard Collaborative,https://new.smm.org/cardboard-collaborative/,Welcome to our go-to guide on how to design and host a cardboard-focused makerspace
Mississippi State University Libraries,https://x.com/msu_libraries/status/1826737064349761753,"Aug 22, 2024 — Cowbell Yell is next week"
Benefit held at Mankato Makerspace for international non- ...,https://www.wlbt.com/video/2024/06/14/benefit-held-mankato-makerspace-international-non-profit/,"Jun 14, 2024 — Benefit held at "
MakerSpace & Camp Coordinator,https://accessdubuquejobs.com/?post_type=jobs&p=38239,"Sep 12, 2023 — The National Mississippi River Museum & Aquarium is an outgrowth of the Dubuque County Historical Society, which also operates the Mathias Ham "
A Librarian's Guide to Makerspaces: 16 Resources,https://www.oedb.org/ilibrarian/a-librarians-guide-to-makerspaces/,Mississippi · Missouri · Montana · Nebraska · Nevada · New Hampshire · New Jersey · New 
Mississippi State University Libraries | Can you say heavy duty ...,https://www.instagram.com/msstatelibraries/reel/C7mp0Nev0S7/?locale=es_LA&hl=en,
Mississippi State University Libraries - Cowbell Yell is next ...,https://m.facebook.com/msulibrary/photos/cowbell-yell-is-next-week-make-sure-your-cowbell-never-goes-out-of-style-by-join/912189624270112/,
"Mississippi Band of Choctaw Indians, Chahta Immi Cultural ...",https://www.firstnations.org/gallery/chahta-immi-cultural-center/,"The MakerSpace program will pair classes focused on Choctaw history, language, and traditional culture with hands-on instruction in traditional Choctaw arts"
"Druid City Makerspace, A Hobbyist's Heaven, Coming to ...",https://tuscaloosathread.com/druid-city-makerspace-opening-soon/,"Dec 2, 2022 — Druid City Makerspace, A Hobbyist's Heaven, Coming Soon to Downtown Tuscaloosa · 12"
MakerSpace / 3D Printing - Create It!,https://www.madison-schools.com/Page/33299,Old Town Middle
Caleres Fabrication Studio,https://samfoxschool.washu.edu/places/facilities/6-caleres-fabrication-studio,Group of people in a maker space gather around an instructor for a demonstration on a
"Makerspace in the CCES Library, a project from Ms. Miller",https://www.donorschoose.org/project/makerspace-in-the-cces-library/8967584/,Help me give my students the supplies and storage containers they need to become creative thinkers in our library Makerspace
Resources - Startup Guide Mississippi,https://startupguide.ms/resources/,"Mississippi, USA"
Bean Path by Creston Burse - Jackson Mississippi,https://www.youtube.com/watch?v=GCFhBFwjkNw,
Scot Ackerman MakerSpace,https://sse.tulane.edu/research/scot-ackerman-makerspace,Lower Mississippi River Science Symposium · Seminars and Colloquia · Innovation Challenge · Undergraduate Research Poster Session · SSE Faculty and Staff Awards 
Mississippi State University Libraries,https://twitter.com/msu_libraries/status/1865831057032929411,
Mississippi AI Month,https://www.mississippiai.org/ai-month,Mississippi AI Month
Little Makers in the Makerspace: Focus on 4th Grade,https://i2blog.org/2023/10/02/little-makers-in-the-makerspace-focus-on-4th-grade/,"Oct 2, 2023 — Each year students from several schools are invited to attend a coding competition sponsored by CSpire at the Mississippi Children's Museum"
#makerspace | The Paperless Trail by EduAppsAndMore,https://www.thepaperlesstrail.com/tag/makerspace/,I am teaching a few summer STEM camps for the University of Mississippi
Makerspace – MSU Idea Shop,https://shop.ideashopmsu.com/collections/makerspace,About the MSU Idea Shop
Virtual Lunch & Learn with the Mississippi AI Collaborative,https://allevents.in/jackson/virtual-lunch-and-learn-with-the-mississippi-ai-collaborative/100001010884210887,Event Ended
Mississippi Makers Fest,https://downtown-jackson.com/events/mississippi-makers-fest/,"The event will feature Mississippi artisans and arts festival, all-day live music, make-and-take activities, food trucks, and more"
Makerspace,https://vestavialibrary.org/makerspace/,"Makerspaces are creative, DIY spaces that are purposefully-planned and designed for use by community members"
Maker's Space at The Bean Path,https://www.wlbt.com/2024/05/20/makers-space-bean-path/,"May 20, 2024 — Maker's Space at The "
"The Bean Path | Anik Kurkjian, Makerspace & STEAM ...",https://www.instagram.com/thebeanpath/reel/C6G-6p9rJKl/,
The Makerspace: Smart art for kids,https://www.wlox.com/video/2022/11/07/makerspace-smart-art-kids/,
"WonderBox at the Children's Museum, New Restaurants ...",https://m.jacksonfreepress.com/news/2021/jun/07/wonderbox-childrens-museum-new-restaurants-outlets/,"Jun 7, 2021 — "
News and Updates,https://coastepiscopalschool.org/mc/news/page/4/,The University of Southern Mississippi 
AI Mixer,https://www.innovate.ms/event/ai-mixer/,"May 7, 2024 — Venue"
Mississippi AI Collaborative Receives Prestigious Grant ...,https://mscoding.org/2023/11/mississippi-ai-collaborative-receives-grant-from-data-org-supported-by-microsoft-jackson-mississippi/,"Nov 15, 2023 — The agency, housed in the Bean Path Makerspace founded by Dr"
Trinity focuses on technology for new school year,https://www.natchezdemocrat.com/2017/08/01/trinity-focuses-on-technology-for-new-school-year/,"Aug 1, 2017 — Makerspace is a learning environment in which children are offered "
Meet The Makers » Auburn Engineer,https://ecm.eng.auburn.edu/wp/emag/?p=8215,"Dec 16, 2021 — She's from Hattiesburg, Mississippi"
"For those in Jackson, Mississippi, and the surrounding areas ...",https://www.facebook.com/thebeanpath/videos/for-those-in-jackson-mississippi-and-the-surrounding-areas-seeking-an-enjoyable-/378814148113036/,
The Bean Path's 6th Anniversary Older Adults Technical ...,https://www.visitjackson.com/events/the-bean-path-older-adults-technical-service-oats-day/,The Bean Path's 6th Anniversary Older Adults Technical Service (OATS) Day
Starkville receives Pair of Mississippi Main Street Annual ...,https://starkville.org/news/starkville-receives-two-mississippi-main-street-annual-awards/,The Mississippi Main Street Association (MMSA) celebrated achievements of 
The W fostering creativity with new studio space,https://www.muw.edu/news/the-w-fostering-creativity-with-new-studio-space/,"Oct 21, 2024 — Mississippi University for Women's campus community can now make "
